location,date,time,time_unit,deaths_2010_all_ages,deaths_2011_all_ages,deaths_2012_all_ages,deaths_2013_all_ages,deaths_2014_all_ages,deaths_2015_all_ages,deaths_2016_all_ages,deaths_2017_all_ages,deaths_2018_all_ages,deaths_2019_all_ages,deaths_2020_all_ages,deaths_2021_all_ages,new_deaths,stringency_index,deaths_min,deaths_max,deaths_mean,deaths_noncovid
Denmark,2020-01-05,1,weekly,1159.0,1244.0,1089.0,1307.0,1025.0,1127.0,1103.0,1113.0,1134.0,1130.0,1117.0,1232.0,,,1025.0,1307.0,1143.1,
Denmark,2020-01-12,2,weekly,1127.0,1099.0,1083.0,1201.0,1017.0,1108.0,1065.0,1111.0,1136.0,1155.0,1150.0,1213.0,,,1017.0,1201.0,1110.2,
Denmark,2020-01-19,3,weekly,1120.0,1093.0,1052.0,1184.0,1050.0,1093.0,1046.0,1099.0,1156.0,1118.0,1071.0,1269.0,,,1046.0,1184.0,1101.1,
Denmark,2020-01-26,4,weekly,1058.0,1086.0,1142.0,1152.0,1015.0,1068.0,1124.0,1104.0,1119.0,1085.0,1033.0,1216.0,,,1015.0,1152.0,1095.3,
Denmark,2020-02-02,5,weekly,1102.0,1067.0,983.0,1247.0,1055.0,1086.0,1083.0,1211.0,1157.0,1209.0,1094.0,1205.0,0.0,0.0,983.0,1247.0,1120.0,1094.0
Denmark,2020-02-09,6,weekly,1128.0,1055.0,1080.0,1237.0,1053.0,1118.0,1040.0,1100.0,1186.0,1250.0,1079.0,1112.0,0.0,0.0,1040.0,1250.0,1124.7,1079.0
Denmark,2020-02-16,7,weekly,1135.0,1124.0,1086.0,1229.0,1114.0,1106.0,1062.0,1228.0,1265.0,1176.0,1059.0,1061.0,0.0,0.0,1062.0,1265.0,1152.5,1059.0
Denmark,2020-02-23,8,weekly,1177.0,1035.0,1106.0,1143.0,1020.0,1131.0,1124.0,1156.0,1260.0,1110.0,1034.0,969.0,0.0,0.0,1020.0,1260.0,1126.2,1034.0
Denmark,2020-03-01,9,weekly,1182.0,1117.0,1067.0,1201.0,997.0,1177.0,1143.0,1179.0,1323.0,1090.0,1025.0,974.0,0.0,6.348571428571428,997.0,1323.0,1147.6,1025.0
Denmark,2020-03-08,10,weekly,1128.0,1089.0,974.0,1119.0,993.0,1210.0,1149.0,1101.0,1337.0,1051.0,1061.0,1051.0,0.0,21.430000000000003,974.0,1337.0,1115.1,1061.0
Denmark,2020-03-15,11,weekly,1067.0,1087.0,1024.0,1088.0,998.0,1184.0,1159.0,1132.0,1253.0,1063.0,1066.0,966.0,2.0,46.82428571428572,998.0,1253.0,1105.5,1064.0
Denmark,2020-03-22,12,weekly,1095.0,1006.0,1029.0,1107.0,1004.0,1086.0,1074.0,1126.0,1286.0,1039.0,1140.0,1029.0,11.0,70.36857142857143,1004.0,1286.0,1085.2,1129.0
Denmark,2020-03-29,13,weekly,1056.0,1071.0,1023.0,1117.0,989.0,1093.0,1084.0,1041.0,1186.0,1022.0,1112.0,971.0,59.0,72.22000000000001,989.0,1186.0,1068.2,1053.0
Denmark,2020-04-05,14,weekly,1090.0,1013.0,1037.0,1094.0,998.0,1044.0,1023.0,988.0,1138.0,1085.0,1156.0,966.0,107.0,72.22000000000001,988.0,1138.0,1051.0,1049.0
Denmark,2020-04-12,15,weekly,1091.0,938.0,1045.0,1069.0,1015.0,1081.0,1071.0,1009.0,1164.0,1018.0,1143.0,1019.0,94.0,72.22000000000001,938.0,1164.0,1050.1,1049.0
Denmark,2020-04-19,16,weekly,1076.0,956.0,1059.0,1025.0,997.0,1052.0,1010.0,967.0,1052.0,1046.0,1078.0,,82.0,69.57714285714285,956.0,1076.0,1024.0,996.0
Denmark,2020-04-26,17,weekly,1022.0,1011.0,1036.0,1016.0,997.0,934.0,985.0,974.0,1008.0,1015.0,1086.0,,67.0,68.52,934.0,1036.0,999.8,1019.0
Denmark,2020-05-03,18,weekly,1039.0,1028.0,984.0,991.0,972.0,996.0,1042.0,1059.0,1010.0,1067.0,1048.0,,62.0,68.52,972.0,1067.0,1018.8,986.0
Denmark,2020-05-10,19,weekly,1005.0,1007.0,1013.0,1034.0,996.0,978.0,1023.0,1015.0,1025.0,1028.0,1027.0,,45.0,68.52,978.0,1034.0,1012.4,982.0
Denmark,2020-05-17,20,weekly,1079.0,951.0,944.0,972.0,940.0,921.0,935.0,1022.0,1012.0,974.0,951.0,,18.0,68.52,921.0,1079.0,975.0,933.0
Denmark,2020-05-24,21,weekly,960.0,983.0,952.0,961.0,1026.0,974.0,975.0,969.0,953.0,970.0,994.0,,15.0,66.13714285714285,952.0,1026.0,972.3,979.0
Denmark,2020-05-31,22,weekly,921.0,914.0,956.0,926.0,889.0,977.0,953.0,956.0,977.0,983.0,968.0,,12.0,60.19,889.0,983.0,945.2,956.0
Denmark,2020-06-07,23,weekly,950.0,986.0,996.0,947.0,933.0,959.0,913.0,985.0,1009.0,991.0,962.0,,15.0,60.19,913.0,1009.0,966.9,947.0
Denmark,2020-06-14,24,weekly,972.0,964.0,916.0,910.0,934.0,1017.0,920.0,1023.0,941.0,969.0,1000.0,,8.0,57.40999999999998,910.0,1023.0,956.6,992.0
Denmark,2020-06-21,25,weekly,995.0,926.0,994.0,919.0,904.0,913.0,983.0,980.0,958.0,1015.0,948.0,,3.0,57.40999999999998,904.0,1015.0,958.7,945.0
Denmark,2020-06-28,26,weekly,1093.0,994.0,983.0,934.0,949.0,897.0,897.0,938.0,915.0,1002.0,984.0,,4.0,57.40999999999998,897.0,1093.0,960.2,980.0
Denmark,2020-07-05,27,weekly,955.0,945.0,914.0,959.0,919.0,942.0,924.0,905.0,1007.0,935.0,996.0,,2.0,57.40999999999998,905.0,1007.0,940.5,994.0
Denmark,2020-07-12,28,weekly,991.0,998.0,924.0,934.0,966.0,951.0,898.0,941.0,971.0,953.0,957.0,,3.0,57.40999999999998,898.0,998.0,952.7,954.0
Denmark,2020-07-19,29,weekly,980.0,906.0,932.0,889.0,958.0,917.0,971.0,931.0,994.0,977.0,1026.0,,2.0,57.40999999999998,889.0,994.0,945.5,1024.0
Denmark,2020-07-26,30,weekly,977.0,972.0,970.0,945.0,1015.0,951.0,962.0,925.0,1091.0,967.0,944.0,,2.0,57.40999999999998,925.0,1091.0,977.5,942.0
Denmark,2020-08-02,31,weekly,978.0,912.0,923.0,901.0,999.0,947.0,902.0,934.0,1084.0,962.0,983.0,,2.0,56.34999999999999,901.0,1084.0,954.2,981.0
Denmark,2020-08-09,32,weekly,994.0,904.0,940.0,905.0,981.0,929.0,956.0,932.0,1029.0,936.0,957.0,,2.0,50.93,904.0,1029.0,950.6,955.0
Denmark,2020-08-16,33,weekly,940.0,906.0,898.0,874.0,931.0,953.0,914.0,906.0,1017.0,931.0,993.0,,4.0,50.93,874.0,1017.0,927.0,989.0
Denmark,2020-08-23,34,weekly,998.0,921.0,949.0,863.0,947.0,926.0,971.0,953.0,990.0,1006.0,995.0,,1.0,50.93,863.0,1006.0,952.4,994.0
Denmark,2020-08-30,35,weekly,949.0,935.0,939.0,852.0,918.0,901.0,922.0,951.0,935.0,996.0,953.0,,2.0,50.93,852.0,996.0,929.8,951.0
Denmark,2020-09-06,36,weekly,993.0,929.0,886.0,894.0,1009.0,879.0,955.0,918.0,975.0,983.0,985.0,,3.0,50.93,879.0,1009.0,942.1,982.0
Denmark,2020-09-13,37,weekly,994.0,933.0,974.0,928.0,961.0,913.0,932.0,991.0,949.0,966.0,984.0,,4.0,48.61571428571428,913.0,994.0,954.1,980.0
Denmark,2020-09-20,38,weekly,1039.0,1007.0,936.0,1005.0,969.0,942.0,904.0,979.0,994.0,1007.0,1082.0,,7.0,48.61571428571428,904.0,1039.0,978.2,1075.0
Denmark,2020-09-27,39,weekly,937.0,962.0,949.0,911.0,893.0,963.0,983.0,983.0,950.0,1016.0,974.0,,11.0,50.93,893.0,1016.0,954.7,963.0
Denmark,2020-10-04,40,weekly,965.0,918.0,984.0,937.0,882.0,959.0,910.0,978.0,1033.0,972.0,996.0,,9.0,50.93,882.0,1033.0,953.8,987.0
Denmark,2020-10-11,41,weekly,1001.0,942.0,1008.0,932.0,902.0,927.0,1022.0,985.0,992.0,1033.0,938.0,,11.0,48.284285714285716,902.0,1033.0,974.4,927.0
Denmark,2020-10-18,42,weekly,1058.0,971.0,982.0,887.0,942.0,948.0,1040.0,970.0,958.0,998.0,1008.0,,11.0,41.67000000000001,887.0,1058.0,975.4,997.0
Denmark,2020-10-25,43,weekly,990.0,983.0,947.0,890.0,932.0,997.0,989.0,934.0,973.0,1026.0,1096.0,,22.0,38.36285714285714,890.0,1026.0,966.1,1074.0
Denmark,2020-11-01,44,weekly,1019.0,1029.0,973.0,973.0,897.0,993.0,1003.0,976.0,1007.0,954.0,979.0,,21.0,39.81,897.0,1029.0,982.4,958.0
Denmark,2020-11-08,45,weekly,1021.0,967.0,1005.0,877.0,960.0,971.0,1017.0,956.0,992.0,1046.0,1026.0,,20.0,39.81,877.0,1046.0,981.2,1006.0
Denmark,2020-11-15,46,weekly,947.0,950.0,976.0,1014.0,967.0,985.0,1045.0,1070.0,954.0,1037.0,1097.0,,17.0,54.63,947.0,1070.0,994.5,1080.0
Denmark,2020-11-22,47,weekly,1032.0,1002.0,972.0,928.0,969.0,986.0,1046.0,1011.0,996.0,1057.0,1082.0,,24.0,46.29714285714285,928.0,1057.0,999.9,1058.0
Denmark,2020-11-29,48,weekly,1106.0,1095.0,984.0,930.0,1011.0,1083.0,1010.0,1027.0,994.0,1095.0,1097.0,,45.0,45.37,930.0,1106.0,1033.5,1052.0
Denmark,2020-12-06,49,weekly,1109.0,1095.0,1009.0,967.0,1099.0,1105.0,1043.0,1067.0,1085.0,1104.0,1105.0,,56.0,45.37,967.0,1109.0,1068.3,1049.0
Denmark,2020-12-13,50,weekly,1121.0,1099.0,1022.0,984.0,1073.0,1033.0,1067.0,1102.0,1044.0,1107.0,1095.0,,56.0,49.99857142857143,984.0,1121.0,1065.2,1039.0
Denmark,2020-12-20,51,weekly,1160.0,1125.0,1151.0,1047.0,1071.0,1024.0,1060.0,1058.0,1096.0,1042.0,1273.0,,94.0,51.85000000000001,1024.0,1160.0,1083.4,1179.0
Denmark,2020-12-27,52,weekly,1125.0,1125.0,1201.0,993.0,1089.0,994.0,1149.0,1134.0,1006.0,1038.0,1212.0,,139.0,51.85000000000001,993.0,1201.0,1085.4,1073.0
Denmark,2021-01-03,53,weekly,,,,,,,,,,,1256.0,,200.0,51.85000000000001,1009.0,1254.0,1114.25,1056.0
